101101	101	309	1	1	3	3	0	1	1	1	1	1	1	2	2	37	57	4	3	3	4	2	2	1	0	69.07	4.72	59.86	14.88	70.71	8.29	73.22	6.9	70.04	2.81	70.7	3.06	60.08	5.39	84.69	9.59	90.63	7.98	75.09	5.54	69.51	2.91	70.07	3.23	69.72	4.56	84.75	13.38	88.55	6.78	67.67	5.4	71.05	2.58	71.77	2.86	76.29	5	97.11	11.64	111.24	9.78	70.28	5.65	78.48	2.97	80.05	3.38	82.14	6.02	100.76	12.14	96.92	7.63	87.49	6.76	81.6	3.14	83.77	3.61	84.64	5.13	102.88	7.85	97.64	8.34	85.16	7.36	78.59	2.76	80.17	3.26	4	4	5	6	7	1	4	5	5	1150	30	15	75	1	1	21.2962962962963	127.777777777778	52.2727272727273	0	.260869565217391	.130434782608696	.0347826086956522	0	0	0	1	2	2	1	4	5	2.5	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	2	2	4	3	1	4	1	3	1	2	3	5	1	2	4	4	2	4	5	2	4	2	2	4	2	2	4	2	2	5	4	2	5	3	3	5	4	3	4	3	2	5	4	2	5	2	2	5	2	3
101102	101	309	1	1	3	3	0	1	1	1	1	1	1	2	2	9999	51	5	3	5	10	2	2	3	2	59.16	4.41	43.88	14.7	45.9	11.73	69.11	6.32	59.36	2.74	59.21	2.88	70.42	4.13	68.93	8.96	62.83	5.73	66.18	3.98	65.26	2.18	65.7	2.41	74.56	4.9	83.69	13	89.44	7.5	62.63	5.31	68.89	2.7	69.35	2.94	73.34	4.6	93.97	13.24	86.11	7.12	72.73	5.3	72.04	2.64	72.92	2.92	73.46	4.6	96.43	12.28	86.38	7.24	67.9	4.95	69.98	2.62	70.59	2.9	76.67	6.32	94.1	7.8	87.53	7.17	69.38	5.82	74.9	2.73	76.66	3.25	4	5	6	7	1	0	5	5	5	1150	30	15	75	1	1	21.2962962962963	127.777777777778	52.2727272727273	0	.260869565217391	.130434782608696	.0347826086956522	0	0	0	1	2	2	2	4	5	2.66666666666667	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	2	2	2	2	4	4	3	4	2	2	4	1	1	3	2	1	4	5	4	4	2	2	4	1	1	2	2	4	4	4	2	4	2	2	4	1	1	4	1	2	4	4	4	4	2	2	4	2	2
101103	101	309	1	1	3	3	1	1	1	0	0	1	0	3	4	9999	37	4	3	5	5	3	0	2	0	65.58	4.45	65.92	15.54	65.95	8.57	74.48	6.9	68.46	2.75	69.02	3	69.92	5.12	89.32	9.24	79.55	6.79	72.19	5.38	69.43	2.57	70.28	2.84	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	79.7	5.74	96.43	12.28	95.24	7.48	91.61	7.32	80.52	3.06	82.49	3.5	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	4	5	6	8	8	9	6	6	7	1150	30	15	75	1	1	21.2962962962963	127.777777777778	52.2727272727273	0	.260869565217391	.130434782608696	.0347826086956522	0	0	0	2	2	2	2	4	5	2.83333333333333	0	1	1	2	2	2	2	2	2	2	2	0	0	0	0	9999	1	9999	0	0	9999	9999	0	9999	0	9999	9999	0	9999	0	0	0	0	0	9999	1	9999	9999	1	9999	2	3	2	4	5	3	4	4	4	4	4	4	2	3	2	4	4	2	4	4	2	4	2	3	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999
101104	101	309	1	1	3	3	1	1	1	1	1	1	1	2	2	66	33	5	1	4	4	2	0	2	0	58.5	4.22	71.02	15.55	54.7	11.08	63.36	6.15	61.65	2.56	61.74	2.72	67.08	4.89	88.16	9.51	64.41	8.14	72.85	5.44	66.2	2.79	66.18	3.12	76.65	5.24	94.32	12.91	70.42	8.07	72.46	5.49	71	2.59	71.9	2.86	69.25	4.28	91.22	11.9	91.8	7.43	69.77	5.24	69.97	2.7	70.33	2.99	75.38	5.02	116.22	13.63	99.14	7.9	91.61	7.32	82.07	3.22	84.15	3.68	86.01	5.25	124.37	9.74	116.62	10.95	94.08	8.03	89.56	3.66	94.74	4.69	4	2	5	6	7	8	4	5	6	1150	30	15	75	1	1	21.2962962962963	127.777777777778	52.2727272727273	0	.260869565217391	.130434782608696	.0347826086956522	0	0	0	2	9999	3	3	4	5	9999	0	2	2	2	2	2	2	2	2	2	2	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	1	2	4	3	3	5	3	2	4	3	4	5	3	5	4	3	2	5	9999	4	5	5	3	5	3	5	4	2	2	4	4	2	4	4	3	4	3	5	4	2	2	5	4	4	4	3	2	5	3	3
101105	101	309	1	1	3	3	1	1	1	0	1	1	1	2	4	26	9999	5	3	5	7	3	2	3	3	62.3	4.48	57.57	14.63	82.38	8.19	74.48	6.9	69.86	2.85	70.35	3.1	64.73	5.29	84.23	10.7	83.18	7.27	65.82	5.14	65.89	2.89	66.03	3.2	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	71.4	4.35	89.14	11.88	96.3	7.2	75.08	6.14	74.44	2.67	75.37	3	71.07	4.44	101.65	13.24	98.67	7.44	74.93	5.3	76	2.64	77.43	3	76.97	5.34	118.6	9.12	97.16	7.19	84.23	6.71	79.77	2.77	81.88	3.26	4	5	6	7	8	0	5	6	6	1150	30	15	75	1	1	21.2962962962963	127.777777777778	52.2727272727273	0	.260869565217391	.130434782608696	.0347826086956522	0	0	0	1	1	2	2	5	5	2.66666666666667	0	1	1	2	2	2	2	2	2	2	2	0	1	0	0	0	0	0	0	0	9999	0	0	0	0	9999	0	0	0	0	0	0	0	0	0	1	9999	1	2	1	1	2	1	5	5	4	5	1	9999	5	2	1	1	2	2	5	4	2	5	1	4	5	4	1	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	2	4	4	5	2	1	5	2	2	5	2	2
101106	101	309	1	1	3	3	1	1	1	1	1	1	1	2	2	9999	21	4	3	4	8	3	2	3	0	61.22	4.71	71.02	15.55	57.14	12.28	72.19	6.33	64.21	2.7	64.29	2.91	67.95	5.82	74.16	9.84	74.05	7.65	66.18	4.99	64.07	2.78	63.82	3.14	68.86	5.08	53.42	10.33	70.69	7.73	55.83	6.01	59.3	2.73	58.88	2.93	67.06	4.18	91.22	11.9	78.09	6.72	62.57	4.75	61.89	2.71	61.37	3.07	82.98	6.1	121.66	13.92	86.49	6.4	83.58	6.07	78.26	2.76	80.13	3.17	76.87	4.52	111.78	8.08	102.03	8.28	81.17	6.41	79.56	2.59	81.67	3.14	4	5	6	7	8	0	5	6	6	1150	30	15	75	1	1	21.2962962962963	127.777777777778	52.2727272727273	0	.260869565217391	.130434782608696	.0347826086956522	0	0	0	2	2	2	2	3	4	2.5	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	3	3	2	2	2	3	4	2	3	3	2	3	2	2	2	3	2	3	4	2	4	2	2	3	2	2	2	2	2	5	4	1	4	2	2	5	2	2	3	2	3	3	4	2	4	3	2	4	2	2
101107	101	309	1	1	3	3	1	1	1	0	1	0	0	2	2	47	19	3	4	6	7	3	3	3	4	61.47	4.22	59.86	14.88	47.63	11.95	42.48	8.36	57.04	2.84	56.89	2.94	63.48	5.28	51.45	9.33	54.96	10.48	58.64	6.07	59.94	2.71	60.03	2.83	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	69.22	4.18	75.83	13.17	87.62	6.51	72.22	5.33	67.4	2.61	67.61	2.88	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	4	5	7	8	8	9	6	6	7	1150	30	15	75	1	1	21.2962962962963	127.777777777778	52.2727272727273	0	.260869565217391	.130434782608696	.0347826086956522	0	0	0	1	1	1	1	5	5	2.33333333333333	0	1	1	2	2	2	2	2	2	2	2	0	0	0	0	0	9999	9999	0	0	9999	0	9999	9999	0	9999	0	9999	9999	0	0	0	0	0	9999	1	9999	1	9999	9999	1	1	1	5	5	3	5	1	1	5	1	1	1	2	2	5	5	2	4	2	3	5	1	2	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	1	2	4	5	2	1	2	3	2	5	3	3
101108	101	309	1	1	3	3	1	1	1	1	1	1	1	4	5	87	87	3	4	6	8	3	2	2	0	58.71	4.72	64.77	15.58	50.22	9.93	61.84	6.07	60.12	2.61	60.01	2.77	59.45	3.61	60.73	9.16	70.51	5.79	65.74	3.95	61.98	2.29	62.08	2.49	64.26	4.74	72.3	9.55	81.49	6.71	64	5.78	66.62	2.4	67.08	2.63	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	46.19	4.42	72.12	4.55	113.6	13.39	87.81	6.44	69.27	4.95	72.35	2.55	73.22	2.84	80.71	4.97	119.41	9.45	97.16	7.19	89.01	7.42	83.99	3.14	86.59	3.62	4	5	6	7	8	0	5	6	6	1150	30	15	75	1	1	21.2962962962963	127.777777777778	52.2727272727273	0	.260869565217391	.130434782608696	.0347826086956522	0	0	0	2	2	1	1	3	5	2.33333333333333	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	1	2	2	2	5	4	1	3	2	2	5	2	3	2	2	2	5	3	2	4	1	1	5	2	2	2	2	2	5	4	1	5	2	3	5	2	3	2	2	2	5	2	1	4	2	2	5	2	1
101109	101	309	1	1	3	3	0	1	1	0	1	1	0	2	2	41	32	5	3	4	6	2	1	1	3	64.88	4.23	50.36	15.7	58.57	9.6	50.56	7.43	60.65	2.65	60.55	2.82	65.51	3.85	66.65	8.66	66.47	5.9	63.92	3.86	64.04	2.26	64.47	2.47	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	70.44	4.28	87.37	11.58	88.43	7.09	77.48	5.39	72.12	2.56	73	2.86	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	57.14	3.58	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	3	5	6	8	8	9	6	6	7	1150	30	15	75	1	1	21.2962962962963	127.777777777778	52.2727272727273	0	.260869565217391	.130434782608696	.0347826086956522	0	0	0	2	2	2	2	4	5	2.83333333333333	0	1	1	2	2	2	2	2	2	2	2	1	0	0	0	1	1	9999	0	0	9999	0	0	9999	0	9999	0	0	9999	0	0	0	0	0	0	1	9999	1	3	9999	2	2	2	3	4	4	4	2	2	3	2	2	2	2	2	5	4	2	2	3	3	3	2	2	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	1	1	1	4	4	4	4	2	2	2	2	2
101110	101	309	1	1	3	3	0	1	1	1	1	0	0	3	4	51	33	6	3	5	9	2	2	2	2	64.37	4.38	52.48	16.2	76.72	8.09	74.48	6.9	71.64	2.95	72.34	3.22	66.84	5.7	87.28	10.71	89.37	7.02	67.57	5.15	70.39	2.79	70.92	3.21	80.49	5.69	98.14	13	97.13	7.57	83.62	6.98	80.2	3.02	82.33	3.5	80.49	5.34	101.9	11.99	111.24	9.78	89.65	6.98	86.7	3.85	90.12	4.62	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	3	4	5	6	1	9999	4	4	4	1150	30	15	75	1	1	21.2962962962963	127.777777777778	52.2727272727273	0	.260869565217391	.130434782608696	.0347826086956522	0	0	0	2	2	2	3	4	4	2.83333333333333	0	1	1	2	2	2	2	1	1	4	4	1	0	0	0	0	9999	9999	0	9999	1	1	9999	9999	9999	0	0	9999	9999	0	0	0	1	0	9999	9999	1	2	9999	9999	3	2	2	4	4	2	4	2	2	3	2	2	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	3	2	2	3	3	2	4	2	2	3	2	2	5	4	3	3	4	4	4	2	3	3	2	3
