CASENUM,ASCIIRT,CSCIIRT,ESCIIRT,GSCIIRT,ISCIIRT,KSCIIRT
4509,NA,NA,NA,58.73,54.7,NA
4510,38.09,72.5,79.47,NA,NA,NA
4511,42.2,36.61,40.6,40.23,42.56,NA
4512,NA,NA,NA,58.98,68.03,63.33
4513,NA,NA,NA,57.72,NA,NA
4514,50.06,NA,NA,NA,NA,NA
4515,NA,NA,NA,54.98,NA,NA
4516,NA,NA,NA,53.95,52.45,NA
4517,NA,NA,NA,67.84,68.12,NA
4518,42.05,NA,47.78,50.74,NA,NA
4519,NA,NA,NA,59.78,60.49,NA
4520,40.88,61.27,65.46,NA,66.5,NA
4521,67,62.27,NA,NA,64.14,NA
4522,NA,NA,NA,35.01,46.59,43.68
4523,53.36,53.57,NA,NA,55.15,NA
4524,32.36,33.15,NA,NA,NA,NA
4525,51.53,58.35,57.41,57.99,65.71,NA
4526,NA,NA,NA,65.83,72.37,75.51
4527,NA,NA,NA,53.77,66.19,68.4
4528,NA,NA,NA,66.61,69.15,NA
4529,NA,NA,NA,42.91,NA,NA
4530,NA,NA,NA,40.59,NA,37.35
4531,45.97,52.89,56.44,57.01,NA,NA
4532,75.5,70.21,78.98,NA,80.36,NA
4533,37.47,36.76,45.75,46.95,NA,NA
4534,NA,NA,NA,NA,NA,NA
4535,54.71,49.81,63.41,69.52,73.15,72.43
4536,NA,NA,NA,68.62,72.45,77.77
4537,NA,NA,NA,NA,63.6,66.16
4538,NA,NA,NA,45.11,NA,NA
4539,61.12,64.92,70.76,79.21,75.14,87.02
4540,NA,NA,NA,77.48,82.21,80.63
4541,NA,NA,NA,41.34,39.03,45.31
4542,NA,NA,NA,65.86,73.08,NA
4543,NA,NA,NA,60.44,NA,NA
4544,59.05,59.99,68.36,62.36,69.14,68.86
4545,NA,NA,NA,74.69,NA,NA
4546,34.73,40.97,NA,34.95,31.1,NA
4547,43.33,43.79,49.79,51.79,NA,NA
4548,NA,NA,NA,72.16,77.89,75.37
4549,NA,NA,NA,61.66,62.58,69.59
4550,40.7,NA,NA,44.54,59.16,NA
4551,61.95,59.01,77.54,74.59,76.41,NA
4552,53.59,49.67,48.69,NA,NA,NA
4553,NA,NA,NA,49.47,NA,NA
4554,40.37,51.26,60.55,53.18,NA,57.99
4555,NA,NA,NA,64.44,70.94,NA
4556,55.95,57.09,65.11,NA,60.94,58.91
4557,36.79,38.18,41.53,NA,54.04,NA
4558,39.63,40.6,38.75,34.8,38.63,NA
4559,52.3,53.94,57.7,57.79,67.44,68.26
4560,NA,NA,NA,54.17,NA,NA
4561,NA,NA,NA,51.65,57.66,57.54
4562,65.24,73.57,NA,NA,NA,NA
4563,NA,NA,NA,57.45,63.76,NA
4564,NA,NA,NA,47.08,NA,54.84
4565,NA,NA,NA,40.33,55.96,NA
4566,49.33,51.3,57.2,59.05,55.16,55.78
4567,53.28,NA,62.89,NA,NA,NA
4568,NA,NA,NA,46.89,54.96,58.08
4569,71.3,75.25,73.1,NA,NA,NA
4570,NA,NA,NA,60.92,54.79,NA
4571,55.03,57.96,63.3,56.54,68.34,NA
4572,NA,NA,NA,69,NA,NA
4573,34.7,28.07,35.69,NA,NA,61.93
4574,48.59,62.12,57.27,58.25,59.04,64.58
4575,NA,NA,NA,79.58,80.78,82.29
4576,40.67,37.48,42.1,42.37,NA,NA
4577,64.35,59.58,NA,NA,NA,NA
4578,NA,NA,NA,53.45,NA,62.26
4579,NA,NA,NA,66.73,71.52,71.77
4580,59.68,64.61,71.86,NA,78.51,84.78
4581,67.67,68.68,71.2,72.62,76.71,74.69
4582,39.28,42.79,54.6,55.47,NA,NA
4583,NA,NA,NA,66.56,64.62,75.09
4584,54.18,62.28,67.39,66.56,68.66,NA
4585,NA,NA,NA,45.71,49.39,NA
4586,35.98,37.42,48.55,41.71,NA,NA
4587,60.89,62.04,71.73,78.88,78.76,85.82
4588,63.53,64.06,NA,NA,NA,NA
4589,57.02,58.65,63.05,73.83,77.59,83.23
4590,33.11,NA,NA,NA,NA,NA
4591,46.13,41.86,49.22,46.67,51.51,NA
4592,50.98,56.93,NA,NA,NA,NA
4593,NA,NA,NA,69.03,NA,73.55
4594,NA,NA,NA,67.75,70.25,69.41
4595,NA,NA,NA,55.32,NA,NA
4596,NA,NA,NA,50.19,56.61,62.19
4597,67.63,74.65,NA,NA,NA,NA
4598,NA,NA,NA,64.57,70.26,68.03
4599,34.46,30.34,36.58,NA,NA,NA
4600,NA,NA,NA,56.94,NA,NA
4601,NA,NA,NA,66.24,68.47,NA
4602,NA,NA,NA,49.16,54.31,62.13
4603,55.75,53.28,65.78,69.51,68.67,NA
4604,49.02,50.25,61.84,64.43,61.33,NA
4605,NA,NA,NA,NA,NA,NA
4606,NA,NA,NA,47.36,NA,NA
4607,41.27,40.51,NA,37.9,51.04,49.71
4608,NA,NA,NA,78.73,82.33,82.15
4609,57.12,65.02,70.71,76.44,72.74,78.64
4610,NA,NA,NA,NA,39.34,57.94
4611,39.38,37.05,37.51,NA,NA,NA
4612,NA,NA,NA,48.83,49.65,64.01
4613,NA,NA,NA,50.34,67.53,NA
4614,51.11,NA,NA,NA,NA,NA
4615,44.6,49.56,56.32,60.74,61.29,NA
4616,33.91,40.06,36.57,36.89,NA,38.24
4617,50.56,54.81,58.83,58.3,62.2,71.15
4618,40.66,39.83,NA,33.64,NA,NA
4619,52.43,51.36,51.47,58.75,NA,NA
4620,34.61,33.9,NA,NA,NA,NA
4621,58.98,65.97,64.25,69.82,NA,NA
4622,NA,NA,NA,69.44,68.02,74.42
4623,NA,NA,NA,68.96,74.47,76.83
4624,59.32,64.01,62.35,NA,NA,NA
4625,42.51,38.12,35.42,45.37,NA,NA
4626,49.8,59.98,65.41,70.28,69.15,NA
4627,38.83,41.85,48.48,49.61,NA,NA
4628,NA,NA,NA,47.76,NA,NA
4629,NA,NA,NA,59.23,65.92,71.45
4630,NA,NA,NA,67.07,75.27,72.56
4631,42.4,51.77,58.76,62.85,NA,NA
4632,45.05,NA,NA,NA,NA,NA
4633,NA,NA,NA,NA,NA,NA
4634,NA,NA,NA,69.36,NA,64.85
4635,NA,NA,NA,71.47,74.6,71.25
4636,56.87,51.31,NA,55.4,NA,NA
4637,55.51,67.02,NA,72.38,72.25,NA
4638,NA,NA,NA,62.93,64.98,70.67
4639,NA,NA,NA,72.83,75.46,82.23
4640,40.16,49.21,57.37,63.09,NA,64.92
4641,NA,NA,NA,58.48,58.79,NA
4642,NA,NA,NA,40.95,NA,NA
4643,NA,NA,NA,58.03,NA,59.82
4644,47.92,NA,NA,58.41,NA,NA
4645,44.78,41.8,NA,NA,NA,NA
4646,44.12,NA,NA,NA,NA,NA
4647,NA,NA,NA,48.32,60.72,NA
4648,60.96,66.57,71.04,69.2,77.93,74.92
4649,NA,70.55,76.46,76.18,80.85,83.45
4650,46.1,53.14,70.9,67.4,NA,69.76
4651,59.18,66.58,NA,NA,NA,NA
4652,37.75,51.21,53.16,NA,NA,NA
4653,67.4,NA,71.43,79.71,NA,90.92
4654,36.78,35.98,34.43,28.28,34.67,30
4655,NA,NA,NA,67.58,65.64,67.39
4656,49.24,NA,NA,NA,NA,NA
4657,NA,NA,NA,53.42,47.55,52.06
4658,NA,NA,NA,73.64,NA,NA
4659,NA,NA,NA,65.24,69.71,74.64
4660,52.21,NA,NA,NA,NA,NA
4661,60.28,62.73,63.07,67.87,67.51,NA
4662,57.33,65.31,65.55,67.75,66.51,70.95
4663,NA,NA,NA,51.19,62.29,67.05
4664,NA,NA,NA,71.52,75.6,NA
4665,60.82,67.39,76.13,75.89,77.2,NA
4666,54.06,50.07,67.62,68.72,69.63,NA
4667,64.14,NA,NA,NA,NA,NA
4668,68.79,73.11,77.15,79.94,82.8,93.74
4669,NA,NA,NA,57.79,60.68,57.15
4670,NA,NA,NA,43.44,NA,43.97
4671,NA,NA,NA,68.5,NA,NA
4672,NA,NA,NA,50.59,NA,60.92
4673,44.25,NA,NA,NA,NA,NA
4674,58.31,NA,NA,NA,NA,NA
4675,NA,NA,NA,64.2,63.73,64.97
4676,36.18,45.62,52.65,60.3,65.7,70.61
4677,NA,NA,NA,54.65,60.14,64.87
4678,36.07,44.21,42.65,53.61,51.1,46.29
4679,56.48,58.59,73.41,75.44,83.25,81.22
4680,53.18,54.36,57.62,67.5,66.09,74.14
4681,NA,NA,NA,50.02,56.14,NA
4682,44.51,36.61,NA,NA,NA,NA
4683,NA,NA,NA,NA,NA,NA
4684,48.08,28.62,NA,38.62,35.51,NA
4685,58.9,69.89,71.42,77.65,78.88,NA
4686,NA,NA,NA,51.03,63.09,65.97
4687,NA,NA,NA,71.16,73.72,74.04
4688,NA,NA,NA,64.02,70.85,NA
4689,NA,NA,NA,67.42,70.14,71.66
4690,38.28,39.56,37.66,39.16,35.59,34.02
4691,NA,NA,NA,49.59,45.89,46.5
4692,NA,NA,NA,53.49,50.38,50.76
4693,NA,NA,NA,49.14,53.08,NA
4694,71.13,69.58,77.87,78.27,75.79,NA
4695,58.12,NA,NA,69.25,NA,65.59
4696,NA,NA,NA,52.78,57.32,NA
4697,NA,NA,NA,57.92,NA,NA
4698,NA,NA,NA,66.04,71.13,73.18
4699,NA,NA,NA,73.73,75.76,75.86
4700,NA,NA,NA,51.07,NA,NA
4701,NA,NA,NA,47.8,NA,NA
4702,40.46,39.19,NA,NA,NA,NA
4703,44.03,52.87,60.14,NA,60.77,59.84
4704,NA,NA,NA,59.51,72.47,NA
4705,NA,NA,NA,63.34,69.86,66.02
4706,NA,NA,NA,54.05,51.08,NA
4707,NA,NA,NA,61.39,59.99,67.86
4708,NA,NA,NA,64.93,72.33,74.16
4709,56.59,65.22,NA,NA,NA,NA
4710,NA,NA,NA,54.2,56.64,NA
4711,NA,NA,NA,43.06,53.3,59.42
4712,64.53,73.4,72.58,75.99,NA,NA
4713,38.62,53.88,46.04,NA,NA,NA
4714,NA,NA,NA,54.51,58.55,NA
4715,56.46,52.08,NA,NA,NA,NA
4716,45.36,NA,39.21,39.91,35.26,47.63
4717,45.34,NA,NA,NA,NA,NA
4718,NA,NA,NA,70.39,NA,NA
4719,54.51,62.06,59.28,68.94,NA,NA
4720,NA,NA,NA,55.4,NA,NA
4721,46.38,46.12,NA,NA,NA,57.84
4722,NA,NA,NA,58.65,NA,NA
4723,52.41,62.9,65.83,67.54,63.57,65.85
4724,NA,NA,NA,61.9,53.74,58.95
4725,54.33,47.51,59.97,60.63,61.63,63.56
4726,NA,NA,NA,53.91,70.75,67.52
4727,NA,NA,NA,68.24,NA,NA
4728,37.02,NA,54.76,50.45,63.3,NA
4729,NA,NA,NA,43.19,NA,NA
4730,NA,NA,NA,64.06,65.41,NA
4731,NA,NA,NA,72.31,77.4,79.18
4732,41.75,46.98,37.39,59.21,NA,50.28
4733,53.25,49.54,44.96,43.53,61.11,60.24
4734,60.91,NA,NA,NA,NA,NA
4735,NA,NA,NA,48.73,NA,58.76
4736,NA,NA,NA,47.89,56.59,59.13
4737,58.44,64.56,62.46,64.84,73.97,NA
4738,39.23,31.08,38.33,NA,NA,NA
4739,NA,NA,NA,55.54,73.72,71.71
4740,NA,NA,NA,55.52,54.27,64.65
4741,40.53,45.6,50.61,NA,NA,NA
4742,46.48,NA,49.49,56.49,NA,NA
4743,33.85,41.74,50.95,NA,NA,NA
4744,57.1,NA,NA,NA,NA,NA
4745,NA,NA,NA,48.47,55.96,57.74
4746,NA,NA,NA,62.7,59.08,NA
4747,41.98,45.55,62.2,NA,NA,73.72
4748,42.42,44.68,40.99,53.16,57.74,NA
4749,NA,NA,NA,70.32,NA,NA
4750,NA,NA,NA,56.87,65.8,65.16
4751,52.97,NA,NA,NA,NA,NA
4752,46.37,39.96,41.41,32.52,NA,NA
4753,42.8,43.03,48.69,57.32,51.06,NA
4754,47.58,38.83,NA,NA,NA,NA
4755,41.99,NA,NA,NA,NA,52.99
4756,NA,NA,NA,47.23,58.27,64.66
4757,NA,NA,NA,55.03,72.66,67.76
4758,50.95,NA,NA,NA,NA,NA
4759,NA,NA,NA,84.62,NA,NA
4760,34.66,36.15,NA,NA,NA,NA
4761,NA,NA,NA,71.6,78.51,83.48
4762,67.89,63.35,68.56,73.78,76.23,80.61
4763,40.86,50.62,NA,59.46,NA,62.75
4764,NA,NA,NA,61.88,63.86,NA
4765,NA,NA,NA,58.25,62.87,67.83
4766,NA,NA,NA,65.32,62.11,61.17
4767,NA,NA,NA,53.94,60.4,NA
4768,53.65,NA,54.84,56.35,60.83,58.44
4769,NA,NA,NA,60.12,NA,NA
4770,45.8,37.35,49.7,NA,43.56,37.45
4771,NA,NA,NA,60.1,NA,NA
4772,NA,NA,NA,56.43,64.28,NA
4773,31.2,44.16,41.86,48.59,NA,NA
4774,NA,NA,NA,66.87,66.95,68.22
4775,NA,NA,NA,NA,NA,NA
4776,56.17,59.25,62.27,68.24,69.05,NA
4777,NA,NA,NA,44.3,64.58,66
4778,NA,33.8,33.96,30.91,NA,NA
4779,NA,NA,NA,69.24,72.8,75.19
4780,NA,NA,NA,71.53,71.63,74
4781,NA,NA,NA,54.69,62.33,NA
4782,NA,NA,NA,50.9,60.58,66.58
4783,NA,NA,NA,74.86,78.82,77.57
4784,44.67,51.39,47.53,NA,NA,NA
4785,NA,NA,NA,47.79,57.4,NA
4786,56.07,47.63,57.61,64.47,66.46,69.42
4787,63.74,63.2,NA,NA,NA,NA
4788,NA,NA,NA,52.48,52.01,56.45
4789,NA,NA,NA,68.29,72.23,72.92
4790,56.92,57.73,66.62,72.87,71.22,76.07
4791,NA,NA,NA,45.43,60.85,54.71
4792,47.39,47.38,65.25,NA,NA,NA
4793,61.23,61.29,62.77,73.75,NA,NA
4794,43.44,41.2,NA,NA,NA,NA
4795,NA,NA,NA,73.76,77.17,NA
4796,62.88,62.83,55.27,70.4,68.62,63.55
4797,NA,NA,NA,50.07,NA,NA
4798,50.63,62,63.52,NA,NA,65.56
4799,36.95,52.75,50.75,51.91,NA,NA
4800,58.31,NA,NA,NA,NA,NA
4801,NA,NA,NA,71.64,76.02,74.47
4802,65.09,70.24,65.12,68.41,67.95,NA
4803,NA,NA,NA,59.88,NA,NA
4804,NA,NA,NA,69.31,NA,NA
4805,NA,NA,NA,50.8,56.97,61.38
4806,NA,NA,NA,50.51,44.82,NA
4807,NA,NA,NA,70.94,NA,NA
4808,NA,NA,NA,42.63,41.2,40.47
4809,60.03,67.59,69.22,76.01,79.01,84.09
4810,62.11,59.79,NA,48.21,NA,NA
4811,NA,NA,NA,55.43,61.19,62.64
4812,55.26,56.76,60.86,61.46,69.73,71.42
4813,45.87,NA,NA,57.22,NA,NA
4814,NA,NA,NA,81.83,NA,NA
4815,NA,NA,NA,68.22,69.59,69.16
4816,46.79,52.98,63.7,NA,NA,NA
4817,39.65,34.75,NA,NA,NA,NA
4818,NA,NA,NA,69.52,69.07,74.9
4819,68.38,65.35,73.74,72.51,79.03,82.98
4820,NA,NA,NA,70.6,73.32,75.08
4821,NA,NA,NA,68,69.08,75.31
4822,NA,NA,NA,53.03,65.72,NA
4823,53.86,67.54,NA,73.71,74.14,NA
4824,54.03,52.3,NA,65.39,66.6,60.92
4825,55.65,72.26,64.7,62.5,65.42,67.92
4826,NA,NA,NA,60.63,60.5,NA
4827,39.95,43.98,56.99,NA,NA,NA
4828,NA,NA,NA,43.65,45.6,52.44
4829,NA,NA,NA,75.8,79.14,NA
4830,NA,NA,NA,65.45,68.3,66.82
4831,67.34,74,68.55,69.48,75.28,NA
4832,NA,NA,NA,62.91,65.46,60.63
4833,NA,NA,NA,47.66,NA,NA
4834,50.5,63.59,66.26,73.98,81.58,NA
4835,51.35,NA,NA,NA,NA,NA
4836,37.33,45.49,NA,NA,NA,NA
4837,42.71,61.47,56.47,49.67,50.93,58.34
4838,34.21,45.65,49.47,NA,49.66,NA
4839,NA,NA,NA,61.53,NA,NA
4840,NA,NA,NA,51.58,48.39,43.32
4841,NA,NA,NA,83.17,85.25,81.84
4842,NA,52.34,61.82,61.3,NA,NA
4843,50.49,NA,NA,NA,NA,NA
4844,54.44,63.44,NA,NA,NA,NA
4845,50.35,50.56,NA,56.66,NA,NA
4846,67.78,71.89,75.07,82.49,84.12,85.91
4847,NA,NA,NA,41.37,58.19,59.91
4848,NA,NA,NA,54.15,64.03,70.65
4849,NA,NA,NA,54.01,56.7,57.08
4850,50.25,54.79,53.35,66.97,58.88,56.1
4851,NA,NA,NA,57.4,55.78,61.08
4852,NA,NA,NA,50.54,62.48,66.07
4853,28.69,35.54,NA,51.98,48.32,52.16
4854,57.29,54.36,62.41,54.64,62.01,58.14
4855,NA,NA,NA,53.52,57.32,NA
4856,NA,NA,NA,64.67,67.44,NA
4857,NA,NA,NA,80.08,83.74,82.81
4858,38.77,NA,47.43,NA,NA,NA
4859,41.4,39.82,42.99,NA,36.9,NA
4860,NA,NA,NA,53.8,50.73,67.65
4861,NA,NA,NA,46.48,39.73,NA
4862,NA,NA,NA,47.49,51.45,52.97
4863,75.16,76.48,82.83,81.03,91.44,91.07
4864,NA,NA,NA,76,76.44,81.06
4865,NA,NA,NA,64.24,67.18,60.15
4866,46.06,40.38,33.8,45.92,41.52,39.54
4867,NA,NA,NA,81.6,80.87,82.41
4868,NA,NA,NA,43.24,55.6,53.62
4869,53.4,56.38,65.27,65.35,66.31,65.66
4870,NA,NA,NA,71.12,80.61,NA
4871,50.11,52.09,53.55,60.33,NA,NA
4872,NA,NA,NA,59.02,63.95,62.78
4873,59.23,62.85,60.23,69.49,73.72,NA
4874,NA,NA,NA,45.15,45.9,51.26
4875,NA,NA,NA,59.41,NA,NA
4876,63.48,67.78,65.27,67.01,NA,77.9
4877,NA,NA,NA,54.94,NA,NA
4878,NA,NA,NA,58.87,64.57,67.43
4879,NA,NA,NA,56.18,NA,NA
4880,NA,NA,NA,74.81,76.97,75.61
4881,46.91,NA,NA,50.34,NA,NA
4882,48.33,47.94,50.36,54.18,NA,61.92
4883,43.04,50.48,NA,48.43,53.13,NA
4884,52.62,59.02,59.77,64.24,72.12,NA
4885,NA,NA,NA,46.23,NA,52.53
4886,NA,NA,NA,52.14,55.72,56.12
4887,41.11,37.62,38.95,36.88,NA,NA
4888,72.12,74.12,78.83,80.23,NA,88.2
4889,52.39,NA,NA,41.69,46.44,47.24
4890,41.05,48.93,NA,NA,NA,NA
4891,NA,NA,NA,66.3,67.12,63.3
4892,NA,NA,NA,48.18,NA,NA
4893,56.71,64.56,70.17,NA,68.26,68.71
4894,61.62,NA,NA,NA,NA,71.14
4895,49.74,50.56,NA,NA,NA,NA
4896,51.22,59.07,54.2,58.65,50.85,58.72
4897,NA,NA,NA,51.13,NA,61.75
4898,76.49,79.47,82.25,87.03,88.05,89.74
4899,NA,NA,NA,56.44,57.88,51.75
4900,69.09,74.81,NA,79.94,74.59,NA
4901,32.64,44,NA,NA,NA,NA
4902,NA,NA,NA,54.66,57.38,58.95
4903,NA,NA,NA,52.3,NA,57.94
4904,NA,NA,NA,66.65,NA,73.76
4905,NA,NA,NA,53.45,63.61,61.9
4906,NA,NA,NA,78.03,86.52,NA
4907,NA,NA,NA,58.96,NA,48.95
4908,44.65,53.94,49.65,NA,54.01,NA
4909,NA,NA,NA,74.88,82.17,78.71
4910,73.61,70.46,74.83,78.51,NA,NA
4911,NA,NA,NA,57.65,64.16,NA
4912,52.1,43.63,54.98,50.92,NA,NA
4913,NA,NA,NA,65.37,NA,NA
4914,52.82,49.89,NA,NA,NA,NA
4915,NA,NA,NA,60.82,62.46,63.78
4916,41.08,NA,61.11,NA,NA,NA
4917,51.68,60.9,60.81,NA,58.25,57.7
4918,NA,NA,NA,58.54,59.31,63.73
4919,NA,NA,NA,62.71,57.34,61.22
4920,46.83,38.85,52.14,62.83,60.46,NA
4921,55.93,60.09,56.16,NA,NA,NA
4922,35.74,45.76,56.89,57.58,66.4,NA
4923,44.35,42.29,38.58,50.64,60,60.78
4924,34.02,60.19,52.74,46.23,NA,NA
4925,NA,NA,NA,NA,NA,NA
4926,60.14,53.75,58.47,66.84,71.08,73.15
4927,NA,NA,NA,42.59,NA,NA
4928,44.75,45.8,39.21,NA,37.98,44.05
4929,NA,NA,NA,65.35,76.06,76.12
4930,NA,NA,NA,NA,63.77,NA
4931,NA,NA,NA,62.06,60.86,66.77
4932,56.09,54.95,71.97,71.52,73.36,86.89
4933,58.48,55.59,60.29,64.84,62.34,57.85
4934,NA,NA,NA,60.77,61.15,59.54
4935,36.69,39.54,42.78,55.87,NA,NA
4936,NA,NA,NA,52.37,60.51,NA
4937,50.94,56.27,63.84,62.06,68.87,NA
4938,72.72,71.19,73.46,78.06,NA,NA
4939,NA,NA,NA,48.95,NA,NA
4940,NA,NA,NA,49.62,48.72,NA
4941,NA,NA,NA,69.76,64.7,56.86
4942,NA,NA,NA,53.18,NA,57.59
4943,67.21,70.31,80.52,82.08,79.89,NA
4944,41.24,36.95,42.22,35.86,56.85,NA
4945,33.73,32.14,NA,NA,NA,NA
4946,54.09,63.29,59.37,59.59,69.05,NA
4947,NA,NA,NA,65.47,72.35,68.93
4948,NA,NA,NA,49.48,51.41,45.14
4949,41.31,53.02,53.28,NA,NA,61.68
4950,48.67,NA,NA,NA,NA,NA
4951,63.47,70.25,69.96,68.9,72.17,NA
4952,NA,NA,NA,35.29,46.39,45.3
4953,65.12,NA,NA,NA,NA,NA
4954,NA,NA,NA,52.97,NA,NA
4955,49.1,57.84,63.03,59.42,59.77,NA
4956,NA,NA,NA,53.63,54.46,51.71
4957,44.06,58.14,63.18,NA,NA,NA
4958,60.78,63.9,71.14,70.66,74.49,78.15
4959,43.43,62.76,NA,NA,NA,NA
4960,NA,NA,NA,57.01,63.38,62.6
4961,32.74,42.87,NA,48.21,47.58,48.12
4962,NA,NA,NA,47.56,56.77,54.96
4963,43.39,50.3,53.66,54.56,62.49,NA
4964,NA,NA,NA,45.18,59.45,NA
4965,62.35,64.45,73.24,76.22,81.93,82.36
4966,69.71,NA,NA,NA,NA,NA
4967,NA,NA,NA,69.45,64.79,NA
4968,39.05,41.84,41.88,47.25,NA,NA
4969,31.23,NA,47.95,50.18,NA,45.2
4970,NA,NA,NA,75.15,78.27,74.58
4971,NA,NA,NA,42.15,41.25,NA
4972,NA,NA,NA,50.13,NA,NA
4973,54.01,57.5,66.58,63.1,NA,NA
4974,NA,NA,NA,59.11,NA,NA
4975,44.92,61.05,NA,52.29,51.13,NA
4976,40.65,NA,64.59,NA,NA,NA
4977,46.77,54.54,57.26,55.76,54.58,NA
4978,NA,NA,NA,46.49,62.88,66
4979,NA,NA,NA,74.07,NA,NA
4980,64.03,71.92,74.1,NA,82.41,NA
4981,32.2,34.2,NA,NA,NA,NA
4982,NA,NA,NA,54.43,57.98,NA
4983,40.23,54.16,56.86,NA,NA,NA
4984,NA,NA,NA,63.43,72.4,73.46
4985,NA,NA,NA,55.76,65,66.42
4986,49.3,51.5,51.22,NA,56.89,53.9
4987,NA,NA,NA,55.83,55.59,58.16
4988,NA,NA,NA,58.97,68.56,66.41
4989,NA,NA,NA,64.56,NA,NA
4990,37.94,34.47,NA,NA,NA,NA
4991,48.5,45.31,48.05,41.12,53.52,64.69
4992,37.69,42.65,51.04,NA,NA,NA
4993,NA,NA,NA,67.52,66.83,NA
4994,38.66,40.72,49.32,51.59,44.53,56.71
4995,NA,NA,NA,49.08,49.33,NA
4996,NA,NA,NA,NA,59.67,66.41
4997,NA,NA,NA,53.54,NA,62.83
4998,NA,NA,NA,55.69,61.19,61.7
4999,NA,NA,NA,52.76,NA,NA
5000,37.55,36.18,31.61,31.87,39.57,NA
5001,45.94,NA,NA,NA,NA,NA
5002,NA,NA,NA,58.48,NA,63.13
5003,45.7,39.92,38.06,40.63,44.06,NA
5004,39.58,NA,38.11,36.76,NA,NA
5005,65.12,64.63,72.14,71.8,79.06,79.11
5006,35.3,51.48,61.99,NA,NA,NA
5007,43.5,52.49,NA,60.96,57.73,NA
5008,NA,NA,NA,75.73,82.84,77.99
5009,NA,NA,NA,61.41,NA,NA
5010,61.08,NA,69.45,77.35,73.03,NA
5011,NA,NA,NA,41.74,53.01,51.82
5012,NA,NA,NA,61.36,60.78,66.08
5013,NA,NA,NA,64.84,64.19,69.52
5014,NA,NA,NA,51.46,67.89,NA
5015,41.53,47.98,55.92,NA,NA,NA
5016,49.25,61.81,60.99,60.83,63.41,NA
5017,NA,NA,NA,55.65,60.95,NA
5018,NA,NA,NA,54.14,53.14,56.77
5019,66.46,61.79,65.14,71.8,72.53,NA
5020,62.63,NA,61.98,63.31,NA,NA
5021,43.95,45.36,55.36,NA,NA,NA
5022,58.41,58.11,NA,NA,NA,NA
5023,32.32,33.18,NA,NA,NA,NA
5024,NA,NA,NA,58.52,64.41,NA
5025,45.22,52.69,52.17,NA,43.05,39.94
5026,NA,NA,NA,57.36,57.3,55.92
5027,NA,NA,NA,62.2,67.96,NA
5028,NA,NA,NA,67.8,NA,NA
5029,NA,NA,NA,58.81,NA,NA
5030,NA,NA,NA,49.95,54.2,60.79
5031,51.22,56.52,61.37,68.74,70.9,77.15
5032,NA,NA,NA,42.73,NA,50.42
5033,NA,NA,NA,74.96,77.54,NA
5034,NA,NA,NA,44.88,55.26,NA
5035,NA,60.11,68.63,68.67,66.78,NA
5036,33.75,38.87,47.21,NA,48.8,NA
5037,NA,NA,NA,66.34,72.84,74.52
5038,43.91,48.99,64.48,61.4,66.64,70.29
5039,41.81,52.84,51.13,41.84,46.61,NA
5040,NA,NA,NA,40.39,NA,NA
5041,NA,NA,NA,49.32,NA,43.76
5042,49.37,NA,NA,NA,NA,NA
5043,NA,NA,NA,71.39,76.34,78.85
5044,NA,NA,NA,70.4,71.43,77.96
5045,50.41,68.15,71,69.85,71.07,64.53
5046,63.93,66.31,75.52,81.98,82.02,74.97
5047,58.53,NA,NA,NA,NA,NA
5048,50.35,62.6,61.04,60.83,NA,NA
5049,NA,NA,NA,49.25,NA,NA
5050,NA,NA,NA,45.89,NA,NA
5051,NA,NA,NA,62.43,67.56,64.9
5052,45.83,67.61,NA,65.38,62.08,NA
5053,NA,NA,NA,44.08,42.41,51.26
5054,NA,NA,NA,54.23,NA,73.51
5055,46.7,62.65,66.51,66.82,64.85,NA
5056,NA,NA,NA,79.51,80.37,NA
5057,NA,NA,NA,48.8,56.96,63.73
5058,43.21,40.07,54.75,52.23,59.55,NA
5059,NA,NA,NA,43.71,66.65,74.69
5060,NA,NA,NA,38.24,NA,NA
5061,68.94,68.25,73.48,73.24,74.68,74.58
5062,NA,NA,NA,71.91,76.07,82.47
5063,NA,NA,NA,58.76,73,72.39
5064,68.21,75.81,74.23,74.88,74.94,79.86
5065,65.79,71.16,75.75,80.75,81.05,85.3
5066,48.35,51.36,53.21,54.98,52.06,NA
5067,NA,NA,NA,82.82,NA,NA
5068,33.98,NA,30.19,46.37,NA,NA
5069,44.3,43.66,60.11,49.83,48.03,35.5
5070,58.85,62.64,67.67,67.91,76.23,74.52
5071,NA,NA,NA,71.48,NA,79.34
5072,56.61,50.18,59.98,69.85,73.63,66.86
5073,NA,NA,NA,45.26,44.99,54.57
5074,NA,NA,NA,58.38,NA,58.4
5075,32.98,34.58,35.04,37.84,44.02,35.78
5076,NA,NA,NA,52.47,NA,56.74
5077,60.85,68.64,NA,NA,NA,NA
5078,50.85,51.18,60.39,NA,NA,NA
5079,38.74,40.24,45.7,NA,NA,NA
5080,NA,NA,NA,56.05,NA,NA
5081,40.65,44.86,67.97,66.51,NA,NA
5082,NA,NA,NA,59.51,58.32,57.61
5083,NA,NA,NA,64.35,64.29,66.29
5084,45.13,NA,62.7,64,66.3,70.66
5085,61.14,60.39,59.17,56.56,60.05,NA
5086,NA,NA,NA,77.16,82.68,79.35
5087,NA,NA,NA,68.59,69.36,66.36
