         *         *         *    60.830         *         *    51.333     3.156    54.516     2.638     0.035     0.489     0.437     0.039     2.000
    74.590    71.100    76.640    82.700    87.700    85.920    70.421     3.574    70.435     3.571     0.000     0.995     0.005     0.000     2.000
    52.750    69.480         *         *         *         *    59.185     3.198    59.611     3.108     0.005     0.864     0.119     0.011     2.000
    48.240    55.280         *         *         *         *    50.311     2.992    48.989     3.549     0.019     0.383     0.496     0.102     3.000
         *         *         *    62.110         *    67.500    52.452     3.084    54.989     2.628     0.011     0.563     0.413     0.012     2.000
         *         *         *    50.430    54.420    60.700    43.189     3.039    42.132     3.287     0.013     0.127     0.799     0.061     3.000
         *         *         *    66.460         *         *    56.031     3.229    58.002     2.860     0.031     0.715     0.243     0.011     2.000
         *         *         *    47.250         *         *    42.342     2.166    40.063     3.076     0.016     0.067     0.617     0.300     3.000
    47.270    47.980    49.510    53.690    61.730    60.570    45.863     3.287    45.317     3.434     0.000     0.180     0.813     0.007     3.000
         *         *         *    41.070         *         *    39.665     1.330    43.010    -0.186     0.007     0.018     0.474     0.501     4.000
    54.330    56.620    61.160    58.090         *    59.950    53.316     2.064    53.597     2.114     0.000     0.652     0.206     0.141     2.000
         *         *         *    51.560         *    43.160    45.718     0.437    47.587    -0.131     0.000     0.027     0.200     0.773     4.000
         *         *         *    69.980         *    64.050    56.225     2.643    57.332     2.465     0.001     0.777     0.201     0.021     2.000
    26.140    31.320    42.620    44.380         *         *    31.803     3.998    32.903     3.328     0.198     0.002     0.783     0.017     3.000
         *         *         *    75.900    75.690    81.030    63.053     3.351    63.549     3.241     0.009     0.927     0.064     0.000     2.000
         *         *         *    60.900    63.180    70.820    51.161     3.338    48.986     3.774     0.029     0.482     0.482     0.007     3.000
    48.770    61.100    61.940    61.890         *         *    53.725     3.149    54.691     2.860     0.004     0.627     0.354     0.015     2.000
         *         *         *    52.570    53.590    50.780    45.242     1.891    41.456     2.884     0.001     0.113     0.547     0.339     3.000
         *         *         *    51.100         *         *    44.353     2.598    42.447     3.228     0.023     0.136     0.647     0.194     3.000
    41.740         *         *         *         *         *    43.345     2.796    42.880     3.343     0.041     0.096     0.669     0.194     3.000
    29.490    28.470    44.650    40.690    33.070    36.770    34.882     0.402    36.141    -0.055     0.000     0.002     0.228     0.770     4.000
    57.010         *    61.700    66.540    71.670    68.140    57.093     3.000    57.669     2.861     0.000     0.823     0.175     0.002     2.000
    49.230    49.750    43.090    55.750    49.700    53.910    46.611     1.321    48.927     0.443     0.000     0.138     0.354     0.508     4.000
    50.820    54.040    58.290         *    55.550         *    50.498     1.890    50.849     2.025     0.000     0.417     0.324     0.259     2.000
         *         *         *    52.660    58.480         *    45.581     3.070    44.223     3.388     0.023     0.208     0.704     0.065     3.000
         *         *         *    54.750    57.160    59.320    45.978     2.833    44.120     3.264     0.005     0.228     0.687     0.079     3.000
         *         *         *    76.070    80.050    76.600    64.486     3.252    64.748     3.196     0.003     0.956     0.040     0.000     2.000
    48.760    44.890    52.990    59.620    65.490         *    47.308     3.885    46.996     3.953     0.025     0.174     0.801     0.001     3.000
    69.680    65.680    70.320    74.750    76.470    77.700    64.524     2.928    64.571     2.917     0.000     0.983     0.017     0.000     2.000
    54.850         *    66.910    72.520    73.890    75.380    59.180     3.451    59.701     3.324     0.001     0.844     0.155     0.000     2.000
         *         *         *    64.450    68.460    70.550    55.237     3.158    56.956     2.792     0.014     0.695     0.287     0.004     2.000
         *         *         *    76.990    80.300    84.870    65.373     3.603    65.859     3.491     0.016     0.945     0.039     0.000     2.000
    54.220    52.140         *         *         *         *    51.643     2.602    53.098     2.665     0.005     0.464     0.378     0.153     2.000
         *         *         *    53.940         *         *    46.107     2.844    44.205     3.341     0.028     0.214     0.626     0.131     3.000
         *         *         *    64.140    69.440    69.870    55.532     3.144    57.164     2.797     0.013     0.710     0.274     0.004     2.000
    44.200    48.800         *         *         *         *    45.469     2.868    44.846     3.400     0.032     0.140     0.661     0.168     3.000
    39.440    43.630    50.990    52.130    50.540    45.200    42.943     1.772    40.799     2.526     0.000     0.078     0.573     0.349     3.000
         *         *         *    46.950    52.660    55.430    41.659     2.684    40.089     3.087     0.006     0.077     0.784     0.132     3.000
    48.870    58.050         *         *    61.060         *    50.989     2.805    52.341     2.500     0.000     0.518     0.450     0.032     2.000
         *         *         *    58.050    62.090         *    49.273     3.158    47.314     3.571     0.025     0.392     0.553     0.029     3.000
         *         *         *    49.880    67.890    68.710    46.958     4.187    47.602     3.940     0.161     0.277     0.560     0.003     3.000
         *         *         *    51.740         *    53.390    44.256     2.212    41.378     2.979     0.002     0.121     0.630     0.247     3.000
    52.480    49.330    60.970         *         *         *    51.071     3.101    49.746     3.600     0.014     0.443     0.486     0.057     3.000
    58.670    57.330    63.450    62.620    62.560    58.840    55.727     1.805    55.594     1.923     0.000     0.759     0.092     0.149     2.000
         *         *         *    58.640    62.430    66.950    49.807     3.217    47.759     3.638     0.019     0.419     0.548     0.014     3.000
    55.470         *         *         *         *         *    54.829     2.766    56.494     2.842     0.004     0.650     0.249     0.098     2.000
         *         *         *    56.720    67.270    67.600    51.087     3.412    49.064     3.811     0.037     0.474     0.483     0.006     3.000
    54.000    49.560         *         *         *         *    50.305     2.441    48.806     3.385     0.005     0.372     0.419     0.204     3.000
    56.300    69.560    67.830         *         *         *    60.934     3.181    61.143     3.121     0.002     0.922     0.072     0.004     2.000
         *         *         *    53.160         *         *    45.600     2.783    43.722     3.310     0.026     0.190     0.636     0.147     3.000
    37.100    34.860    28.660    43.670    37.900         *    35.926     0.718    37.730    -0.044     0.000     0.003     0.335     0.661     4.000
    49.580         *         *    64.120         *         *    51.970     3.377    53.931     2.933     0.016     0.493     0.479     0.013     2.000
    47.050    48.070    42.290         *         *         *    44.573     1.460    45.931    -0.118     0.002     0.075     0.445     0.478     4.000
         *         *         *    48.380    51.810    62.320    41.410     3.158    40.807     3.297     0.023     0.082     0.845     0.050     3.000
         *         *         *    61.750    68.500    69.760    54.047     3.252    56.190     2.793     0.021     0.632     0.343     0.004     2.000
         *         *         *    60.120    65.330    69.220    51.814     3.294    54.569     2.707     0.025     0.518     0.450     0.007     2.000
         *         *         *    60.540    58.090         *    48.772     2.793    46.333     3.366     0.008     0.359     0.555     0.078     3.000
         *         *         *    48.440    68.580    71.870    44.322     5.051    47.773     4.088     0.344     0.200     0.456     0.001     3.000
    37.950    38.360    56.990         *         *         *    40.654     4.430    41.546     3.599     0.235     0.034     0.705     0.026     3.000
    49.440    62.480    64.950    71.550    73.240    75.570    57.133     3.744    57.950     3.529     0.002     0.718     0.280     0.000     2.000
         *         *         *    35.720    67.940         *    37.031     5.731    30.816     7.515     0.526     0.050     0.422     0.002     1.000
         *         *         *    49.550    48.830    41.260    45.617     0.393    47.519    -0.131     0.000     0.020     0.192     0.788     4.000
         *         *         *    70.280    72.040         *    59.146     3.235    60.209     2.992     0.020     0.839     0.139     0.001     2.000
    60.560    67.420    69.810    72.810    70.790    74.880    61.637     2.802    61.740     2.776     0.000     0.961     0.038     0.001     2.000
         *         *         *    53.070    50.900    55.830    43.719     2.309    41.093     2.989     0.002     0.106     0.670     0.222     3.000
         *         *         *    63.230    60.380         *    50.850     2.869    53.218     2.397     0.009     0.483     0.463     0.044     2.000
         *         *         *    57.440    52.230         *    46.036     2.203    42.947     3.066     0.003     0.163     0.580     0.254     3.000
    44.480    61.600    60.650    65.320    64.190    69.980    52.532     3.332    53.844     2.990     0.000     0.536     0.462     0.002     2.000
         *         *         *    43.030    40.850    39.160    41.508    -0.015    42.737    -0.350     0.000     0.003     0.128     0.868     4.000
         *         *         *    60.820    71.230    67.880    54.873     3.210    56.753     2.808     0.018     0.674     0.305     0.004     2.000
         *         *         *    62.220    54.650    56.030    48.696     2.047    44.859     2.999     0.000     0.281     0.466     0.253     3.000
    45.970         *    62.210    61.220         *         *    50.647     3.541    49.501     3.808     0.030     0.400     0.559     0.010     3.000
         *         *         *    64.490    74.540    69.760    57.934     3.172    59.085     2.925     0.012     0.804     0.183     0.002     2.000
         *         *         *    52.610    58.360    57.530    45.618     2.835    43.824     3.254     0.006     0.212     0.701     0.082     3.000
         *         *         *    53.230         *         *    45.645     2.789    43.765     3.313     0.027     0.193     0.635     0.146     3.000
         *         *         *    60.400    63.120         *    50.790     3.128    48.430     3.623     0.023     0.475     0.480     0.022     3.000
         *         *         *    52.360         *    47.090    45.599     1.075    48.922     0.058     0.000     0.061     0.351     0.588     4.000
         *         *         *    41.110         *         *    39.681     1.336    43.035    -0.185     0.007     0.018     0.475     0.500     4.000
    58.310    62.040    63.990    65.660    71.340    64.730    58.081     2.635    58.329     2.574     0.000     0.900     0.093     0.006     2.000
    48.380    43.040    65.570    68.470    80.570         *    44.805     8.232    44.686     8.279     0.985     0.003     0.012     0.000     1.000
         *         *         *    83.380    83.650    84.770    68.602     3.537    68.730     3.509     0.003     0.982     0.015     0.000     2.000
    41.080         *    61.940         *         *         *    47.300     4.350    47.405     3.839     0.180     0.201     0.605     0.014     3.000
    27.130         *    39.480         *         *         *    33.137     3.312    33.416     3.138     0.126     0.004     0.765     0.105     3.000
         *         *         *    69.570    71.190    66.340    58.112     2.817    58.883     2.658     0.002     0.845     0.148     0.005     2.000
         *    51.740    66.060    69.150         *         *    54.606     3.791    56.567     3.127     0.080     0.613     0.304     0.003     2.000
         *         *         *    59.880         *         *    50.551     3.133    47.883     3.576     0.035     0.447     0.471     0.047     3.000
         *         *         *    75.160    73.370         *    61.592     3.194    62.183     3.059     0.010     0.908     0.081     0.001     2.000
    64.270    70.910    73.380    79.330    80.970    82.220    66.171     3.457    66.222     3.444     0.000     0.982     0.018     0.000     2.000
         *         *         *    44.120         *    41.670    42.168     0.386    44.156    -0.205     0.000     0.010     0.220     0.771     4.000
    56.590    62.410    65.240    71.140    72.140         *    58.881     3.280    59.269     3.171     0.000     0.861     0.138     0.001     2.000
    47.430    45.810    57.330    54.030    61.440    65.910    46.765     3.493    46.217     3.636     0.001     0.191     0.805     0.003     3.000
         *         *         *    62.850         *         *    53.022     3.191    55.767     2.717     0.034     0.576     0.364     0.025     2.000
    49.540    54.090    53.980    54.970    66.500         *    49.632     3.438    48.660     3.714     0.002     0.344     0.650     0.004     3.000
    45.910    38.080    34.930    31.150         *         *    39.137    -0.790    39.226    -0.851     0.000     0.001     0.021     0.978     4.000
         *         *         *    55.870    53.680    64.940    44.942     3.082    43.688     3.362     0.013     0.189     0.750     0.048     3.000
    71.990    75.240    77.850    81.310    79.760    76.200    69.252     2.677    69.257     2.676     0.000     0.997     0.002     0.000     2.000
         *         *         *    44.540    38.750    44.310    40.837     0.316    42.861    -0.236     0.000     0.005     0.211     0.784     4.000
    55.550    55.450    63.010    64.360    64.230    68.360    54.521     2.800    55.207     2.625     0.000     0.742     0.249     0.008     2.000
         *         *         *    42.620    51.360    46.670    41.330     1.795    37.660     2.782     0.001     0.036     0.593     0.370     3.000
    27.750    31.030    43.010    36.300         *         *    32.295     2.532    31.746     2.903     0.016     0.003     0.830     0.151     3.000
    44.500         *         *         *         *         *    45.441     2.746    44.639     3.379     0.029     0.159     0.621     0.191     3.000
    62.340    55.620    64.850    70.680    74.120    85.510    59.004     3.862    59.628     3.697     0.003     0.789     0.208     0.000     2.000
         *         *         *    63.280    67.680    68.060    54.306     3.078    56.134     2.694     0.010     0.660     0.323     0.006     2.000
         *         *         *    59.720         *    62.120    49.679     2.858    46.885     3.401     0.005     0.425     0.524     0.046     3.000
    51.460    53.810    55.910    61.140    63.610    63.260    51.067     2.936    52.367     2.602     0.000     0.520     0.468     0.012     2.000
    57.310         *    62.030    61.080         *         *    55.324     2.714    55.969     2.604     0.000     0.745     0.215     0.040     2.000
    37.830         *         *         *         *         *    40.541     2.904    40.388     3.293     0.065     0.044     0.703     0.188     3.000
    35.810         *         *         *         *         *    39.140     2.978    39.101     3.266     0.081     0.029     0.709     0.181     3.000
    34.660    35.730    41.630    50.260         *         *    36.556     3.492    36.814     3.334     0.071     0.011     0.885     0.032     3.000
         *         *         *    64.130    64.840    64.130    53.176     2.829    54.961     2.467     0.003     0.626     0.351     0.020     2.000
    51.710    53.550    64.210    63.470    57.600    67.220    52.195     2.607    53.080     2.392     0.000     0.632     0.339     0.029     2.000
         *         *         *    52.270    48.270    53.430    43.379     1.864    39.709     2.841     0.001     0.068     0.579     0.352     3.000
         *         *         *    63.380    66.600    63.690    53.651     2.854    55.358     2.506     0.004     0.649     0.331     0.016     2.000
    63.540    66.070    70.580    67.280    74.980         *    62.113     3.002    62.227     2.970     0.000     0.958     0.041     0.001     2.000
    43.590    53.990         *         *    62.400         *    48.024     3.463    47.207     3.668     0.003     0.258     0.733     0.005     3.000
         *         *         *    52.260         *         *    45.039     2.707    43.165     3.274     0.025     0.165     0.643     0.167     3.000
         *         *         *    74.330    79.780    81.010    64.113     3.479    64.612     3.366     0.013     0.936     0.051     0.000     2.000
         *         *         *    48.520    43.630    39.610    44.163    -0.029    45.219    -0.318     0.000     0.006     0.109     0.885     4.000
    64.470    69.870    74.240    67.960    78.470         *    64.301     3.147    64.368     3.128     0.000     0.976     0.024     0.000     2.000
         *         *         *    60.710    65.230    65.940    52.004     3.074    54.377     2.579     0.011     0.544     0.433     0.012     2.000
    50.430    53.700    57.840    51.850         *         *    49.851     2.257    47.995     3.154     0.000     0.364     0.427     0.209     3.000
         *         *         *    64.100    65.660         *    53.625     3.120    55.713     2.667     0.021     0.624     0.344     0.011     2.000
    52.490    46.480    67.950    79.240         *         *    50.842     6.747    48.068     8.284     0.625     0.200     0.175     0.000     1.000
    52.040         *         *         *         *         *    51.814     2.722    54.308     2.798     0.008     0.477     0.378     0.137     2.000
    52.410    53.450         *         *         *         *    51.424     2.735    52.957     2.704     0.008     0.453     0.408     0.131     2.000
    36.570         *    45.830         *         *         *    39.724     3.027    39.466     3.264     0.050     0.031     0.788     0.131     3.000
         *         *         *    55.340    58.820    65.100    46.775     3.227    45.419     3.510     0.020     0.267     0.688     0.025     3.000
    35.710    38.340         *    47.010    57.450    60.290    38.756     3.993    39.167     3.851     0.058     0.014     0.928     0.000     3.000
    54.290    51.440    61.970    65.460    68.930    68.790    53.736     3.365    54.866     3.070     0.000     0.601     0.397     0.001     2.000
    44.470    37.110    33.970    49.460         *         *    39.167     1.967    37.774     2.883     0.002     0.020     0.657     0.321     3.000
    48.020    47.170    60.060    55.660    52.840    55.030    48.164     1.784    45.651     2.614     0.000     0.282     0.407     0.311     3.000
    51.160         *         *         *         *         *    51.034     2.716    53.747     2.786     0.010     0.432     0.412     0.147     2.000
    45.760    48.950    57.910         *         *         *    47.568     3.409    46.975     3.598     0.043     0.229     0.674     0.054     3.000
    74.280    75.470    75.440    78.030    79.940    80.640    69.160     2.788    69.167     2.786     0.000     0.997     0.003     0.000     2.000
         *         *         *    53.140    64.650    63.140    48.331     3.300    46.761     3.618     0.025     0.340     0.620     0.015     3.000
    47.140    59.060    56.420    47.460         *         *    49.723     1.636    51.535     0.153     0.000     0.278     0.331     0.390     4.000
         *         *         *    62.770         *         *    52.955     3.190    55.718     2.714     0.035     0.573     0.367     0.025     2.000
    47.920    52.090    60.910    64.870    64.940    65.780    51.188     3.357    49.900     3.694     0.000     0.450     0.548     0.002     3.000
    44.030    51.600    62.250    61.720    66.370    61.420    49.932     3.430    48.897     3.701     0.001     0.362     0.635     0.002     3.000
         *         *         *    75.290    80.550    82.390    64.796     3.535    65.271     3.426     0.014     0.942     0.044     0.000     2.000
    44.150    45.160         *         *         *         *    43.923     2.614    43.345     3.308     0.026     0.092     0.660     0.222     3.000
         *         *         *    46.130         *    42.670    43.074     0.489    45.236    -0.156     0.000     0.014     0.238     0.748     4.000
         *         *         *    64.100    70.590    68.610    55.989     3.092    57.450     2.783     0.010     0.735     0.251     0.004     2.000
         *         *         *    51.870    52.750    46.790    45.927     1.298    50.062     0.148     0.000     0.074     0.402     0.523     4.000
    70.490    75.400    76.640    77.190    82.850    88.120    69.026     3.412    69.044     3.407     0.000     0.994     0.006     0.000     2.000
    54.850    62.450    65.170    64.960    69.150    71.100    57.149     2.960    57.593     2.845     0.000     0.839     0.158     0.002     2.000
         *         *         *    60.110    56.750    61.570    47.973     2.735    45.587     3.277     0.003     0.326     0.592     0.078     3.000
    48.510    49.090    60.280    53.710    58.790         *    48.199     2.836    47.002     3.209     0.000     0.339     0.616     0.046     3.000
    58.500    69.760         *    68.050         *         *    60.876     2.965    61.052     2.925     0.000     0.934     0.061     0.005     2.000
    43.270         *         *         *         *         *    44.492     2.766    43.855     3.363     0.034     0.127     0.645     0.194     3.000
    64.050    62.040    75.760    74.650         *         *    63.458     3.330    63.568     3.295     0.001     0.960     0.039     0.001     2.000
         *         *         *    60.370    70.170    67.890    54.184     3.227    56.254     2.785     0.019     0.640     0.336     0.004     2.000
    58.430    64.380    61.420    59.240    66.240         *    56.721     2.444    56.980     2.391     0.000     0.855     0.117     0.028     2.000
    41.750         *         *         *         *         *    43.352     2.796    42.886     3.343     0.041     0.096     0.669     0.194     3.000
         *         *         *    54.930    55.080    55.170    45.744     2.377    43.025     3.057     0.002     0.182     0.626     0.190     3.000
         *         *         *    55.550    66.970    68.540    50.256     3.570    48.738     3.849     0.056     0.427     0.513     0.005     3.000
    50.540    46.310    56.010    52.080    61.460         *    47.310     3.144    46.480     3.391     0.001     0.261     0.720     0.018     3.000
         *         *         *    46.800    39.000    33.020    42.213    -0.589    42.477    -0.661     0.000     0.001     0.027     0.972     4.000
         *         *         *    52.540    66.320    72.240    47.025     4.351    48.065     3.998     0.193     0.284     0.521     0.002     3.000
         *         *         *    54.270    63.190         *    47.903     3.404    46.690     3.629     0.050     0.321     0.607     0.021     3.000
         *         *         *    82.020         *         *    67.322     3.551    67.636     3.476     0.011     0.966     0.023     0.000     2.000
         *         *         *    64.640    68.590    68.710    55.309     3.057    56.879     2.727     0.009     0.709     0.277     0.005     2.000
    48.910    50.450    54.220    68.420    67.320    62.000    50.646     3.452    49.508     3.750     0.001     0.399     0.599     0.002     3.000
    66.490    76.290    76.360         *    81.330         *    68.095     3.317    68.119     3.311     0.000     0.992     0.008     0.000     2.000
         *         *         *    41.330    39.360    48.160    38.429     1.091    42.604    -0.047     0.001     0.007     0.436     0.556     4.000
    49.260         *         *         *         *         *    49.370     2.710    47.672     3.441     0.014     0.339     0.483     0.165     3.000
    50.640         *         *         *    58.570    79.120    50.116     3.537    48.701     3.832     0.004     0.366     0.628     0.002     3.000
    63.890    70.260    68.140    74.800    82.210         *    64.790     3.608    64.889     3.580     0.000     0.965     0.035     0.000     2.000
         *         *         *    70.100    67.120         *    56.871     2.998    58.066     2.740     0.010     0.781     0.203     0.006     2.000
         *         *         *    52.370    63.860    66.220    47.445     3.567    46.565     3.717     0.054     0.292     0.645     0.009     3.000
    56.610         *         *         *    58.410         *    52.098     1.995    52.729     2.060     0.000     0.529     0.275     0.196     2.000
    45.460    43.820    43.400    50.200    54.300         *    42.161     2.876    41.612     3.075     0.000     0.081     0.858     0.060     3.000
    44.380    46.800    56.550         *    54.980    50.660    45.924     2.076    44.070     2.688     0.000     0.205     0.564     0.230     3.000
         *         *         *    59.120    65.930    66.200    51.633     3.172    54.238     2.624     0.016     0.517     0.457     0.010     2.000
         *         *         *    70.430         *         *    59.185     3.274    60.460     3.017     0.026     0.828     0.142     0.004     2.000
    41.090    50.060    63.470         *    63.580    64.410    48.138     3.633    47.467     3.801     0.002     0.233     0.763     0.001     3.000
    65.040         *         *         *         *         *    62.262     2.938    62.593     2.966     0.000     0.930     0.047     0.023     2.000
         *         *         *    62.230    60.430    58.250    50.396     2.501    52.318     2.158     0.001     0.457     0.447     0.095     2.000
    62.860    71.400    72.100    78.000    73.450    79.320    64.421     2.961    64.471     2.948     0.000     0.982     0.018     0.000     2.000
         *         *         *    62.560         *    57.550    50.557     2.398    52.626     2.150     0.001     0.452     0.425     0.122     2.000
    35.500    31.940    30.620    28.290    36.630         *    34.094     0.057    34.942    -0.301     0.000     0.001     0.158     0.841     4.000
    38.840    44.520         *         *         *         *    41.357     2.944    41.106     3.310     0.058     0.045     0.723     0.174     3.000
    44.460    46.800         *    54.310    55.970    57.110    44.363     2.918    43.683     3.106     0.000     0.158     0.808     0.034     3.000
         *         *         *    71.020         *    79.720    60.677     3.442    61.771     3.218     0.023     0.860     0.117     0.000     2.000
    44.580    44.490         *    39.620    41.560         *    43.143    -0.270    43.366    -0.363     0.000     0.004     0.039     0.957     4.000
    65.460    66.540    78.910         *    78.180    85.210    65.630     3.430    65.692     3.414     0.000     0.979     0.021     0.000     2.000
    49.260    58.090    58.880    59.450    58.810         *    51.400     2.478    52.246     2.294     0.000     0.558     0.367     0.074     2.000
    51.550    61.880    57.400    56.300    63.370    58.070    53.034     2.129    53.392     2.092     0.000     0.674     0.223     0.103     2.000
    47.040    50.890    64.880    66.780         *    68.650    51.781     3.625    50.585     3.943     0.004     0.433     0.562     0.001     3.000
    56.630    53.410    63.220    71.440    74.020         *    56.584     3.820    57.577     3.530     0.012     0.678     0.310     0.000     2.000
         *         *         *    49.380         *    47.920    43.850     1.325    47.912     0.097     0.000     0.050     0.438     0.512     4.000
    52.610         *    46.860         *         *         *    47.878     1.631    48.898    -0.040     0.001     0.195     0.386     0.417     4.000
         *         *         *    72.680    77.540    69.930    61.958     3.001    62.326     2.924     0.002     0.931     0.067     0.001     2.000
         *         *         *    68.140    77.220         *    60.167     3.661    61.792     3.258     0.060     0.830     0.109     0.000     2.000
         *         *         *    60.340         *    62.060    50.049     2.830    47.124     3.398     0.004     0.446     0.503     0.046     3.000
    44.290    36.310    46.750         *    42.020    37.100    42.393    -0.284    42.534    -0.337     0.000     0.003     0.025     0.973     4.000
         *         *         *    51.220         *         *    44.422     2.610    42.521     3.233     0.023     0.139     0.647     0.191     3.000
    55.430    54.570    63.090    65.270    66.620    69.570    54.731     3.048    55.524     2.842     0.000     0.715     0.282     0.003     2.000
    50.590    60.740    59.340         *    62.520    64.970    53.100     2.631    53.906     2.442     0.000     0.683     0.294     0.022     2.000
         *         *         *    61.920         *    48.390    50.300     1.091    53.174     0.123     0.000     0.186     0.257     0.557     4.000
    47.750    46.130    59.790         *         *         *    47.845     3.407    47.213     3.607     0.042     0.243     0.663     0.052     3.000
         *         *         *    56.190    50.190    49.060    46.846     1.131    50.484     0.116     0.000     0.078     0.348     0.574     4.000
         *         *         *    41.870         *         *    39.993     1.442    36.732     2.863     0.008     0.021     0.496     0.474     3.000
    50.490    58.070    61.690    61.200    62.960         *    52.890     2.853    53.827     2.600     0.000     0.635     0.348     0.017     2.000
         *         *         *    68.200    73.190    77.840    58.981     3.444    60.331     3.141     0.030     0.814     0.156     0.000     2.000
    36.810         *         *         *         *         *    39.831     2.940    39.738     3.279     0.073     0.036     0.707     0.184     3.000
    49.370    46.300         *         *         *         *    46.708     2.397    45.754     3.319     0.012     0.181     0.557     0.250     3.000
    47.080    49.540    66.800    63.890         *         *    50.840     3.975    50.303     4.011     0.079     0.367     0.551     0.004     3.000
         *         *         *    51.290    56.850    61.480    44.382     3.131    43.307     3.370     0.016     0.168     0.772     0.044     3.000
    46.680    45.120    53.630         *         *         *    45.701     2.955    45.001     3.397     0.020     0.152     0.702     0.126     3.000
